Comment,Location 1,Location 2,Location 3
ইশরাক হোসেন এর নিছে লেখা প্রতিমন্ত্রী …,Dhaka,Chandpur,
দেশের হোগা মারা সারা,Dhaka,,
এটা দেখার পর নিজেকে বাঙ্গালী পরিচয় দিতে লজ্জা লাগতেছে ।,Comilla,,
------- যোগ্যতা বিষয় না নিজ দলের ভিতরেই সব মন্ত্রী রাখতে হবে,Dhaka,Mymensingh,
এরে মন্ত্রী না বানাইলে তারেক রহমান সাহেবের বাসা ঘেড়াও করতো আবার দিছে মুক্তিযুদ্ধ বিষয়ক মন্ত্রী যুদ্ধের সময় কি দুনিয়াত ছিলো ?,Sylhet,,
পতিবন্ধি মন্ত্রী হলে ভালো হয়,Dhaka,,
চুদলিং পং,রংপুর,Chittagong,Rangpur
আমেরিকা ঘেরাও করা হবে।,Dhaka,,
কামড়াকামড়ি করে সমনে এগিয়ে যাবে,Rangpur,,
এক ধাক্কায় এতদুর,Dhaka,,
ওই কি বাল জানে মুক্তিযুদ্দ সম্পর্কে আগে ওর ইন্টারভিউ নিয়ে তারপর ওরে এই পোস্ট দেয়া দরকার ছিলো কলেজ ঠিক মতো শেষ করসে নাকি,Dhaka,Brahmanbaria,
মুক্তিযুদ্ধ মন্ত্রণালয়ের কাজটা কি? ৫৩ বছরের মুক্তিযুদ্ধের কোন সঠিক ইতিহাস জাতিকে জানানো হয় নাই।সুতরাং এসব ফালতু মন্ত্রণালয়ে…,Chittagong,Noakhali,
দেশের মানুষ এর রুচির উপ্রে কুত্তা মুইতা দিলো বুঝি,Noakhali,,
হোগা মারা সারা,Feni,,
দেশের আরো গুয়া মারা শারা এবার তো সবায় রাজাকার এ আর এর নেতা বাদে,Khulna,Jessore,
প্রতিবন্ধী,Dhaka,,
সবচাইতে ফালতু টা কে বিম্পি তাদের অপ্রয়োজনীয় মন্ত্রণালয় দিয়েছে আর কি,চট্টগ্রাম,Chittagong,Chandpur
এই মন্ত্রণয়ের কাজ কি? কোন আচুদা এই মন্ত্রণয় বানাইছে??,Rangpur,,
দেশের হোগামারা সারা,কুমিল্লা,Comilla,
দেশের হোগা মারা শেষ,Dhaka,Rangpur,
খাৎ*12কির পোলা একটা এইটা নয়ন,Dhaka,Mymensingh,
Brainless,Dhaka,,
"""পাতিনেতা ও মন্ত্রী,, হায়রে দেশ""",Sylhet,,
হের গলার আওয়াজ হাঁসা গলার মত লাগে। হে কি সংসদে যাওয়ার আগে লাল চা খাবে।,Dhaka,Netrokona,
তারেক রহমান মানুষকে হাসাই তাছে,Dhaka,,
"""ফানি পোস্ট? উনার তো আবার ধাক্কানোর অভ্যাস, ধাক্কিয়ে পদ পেয়ে গেল, wwe দেখে মনে হয় রোজ""",Barisal,Bhola,
এই নরপিশাচ দের কে আওয়ামীলীগ ভালো ঠিক করে রাখতে পারছে। ১৭ বছর রাস্তায় থাকতে পারে নাই । ঘরে থাকতে পারে নাই । ধান ক্ষেত গম ক্ষে…,Dhaka,,
প্রতিবন্ধী,Dhaka,,
এদেরকে জনগণ ভোট দেয়নি। তারা টাকার খেলায় এম.পি হয়েগেছে।,Dhaka,Sylhet,
জমিদার পুত্র ইশহাক ত ফদানমন্ত্রী হয়ে গেছে।,Dhaka,,
আবার একটা হাস্যকর মন্ত্রী সভা,Dhaka,,
পাকিস্তান ঘেরাও কর্মসূচি দেন ওস্তাদ,Dhaka,Barisal,Bhola
ভাবলাম (প্রতিবন্ধী),Khulna,Jessore,
প্রতিমন্ত্রী প্রতিবন্ধী,Dhaka,Kishoreganj,
দেশের পু**ন মারতে সেই একাই যতেস্ট আর কারো লাগবে না,Dhaka,,
ওয় কি ঠিকমতো নিজের নাম নিজে লিখতে পারে তো?,Dhaka,,
এ সিফাত উল্লাহ দাদার শিষ্য মদ খেয়ে চেতনা উড়িয়ে দিবে,Chittagong,Noakhali,
দেখেন আসিফ মাহমুদ রে কোন ভাবে ডুকান যায় কি না রাজাকার লিস্টে,Sylhet,,
প্রতিমন্ত্রী। প্রতিবন্ধী।,Chittagong,Cox's Bazar,
"""কুঁচি কুঁচি বাচ্চা'রা মুক্তিযুদ্ধার কি বুঝবে""""""",Dhaka,,
মুক্তিযুদ্ধের চোদনাবাজরা কোথায় এখন??,Dhaka,,
দেশটারে হোন* মারি দিলো,Chittagong,Noakhali,
কোনাই মেরে একাত্তরের চেতনাকে শেষ করে দেওয়ার জন্য এই মন্ত্রী যথেষ্ট,Dhaka,,
"""গণঅধিকার পরিষদের নেতা নূর ডাকসুর ভিপি হবার পর শেখ হাসিনার সাথে দেখা করে তাকে মা বলে ডেকেছেন, আজকে তো উনি প্রতিমন্ত্রী হয়েছেন, …""",Dhaka,Gazipur,
দেশের হোগা মারা সারা!,সিলেট,Dhaka,Barisal
রংপুর পারল আমরা কেন পারলাম না মূখ্য ভন্ড মুসলিম নামধারী মুনাফেক মাজার পূজারীর জন্য বাংলাদেশ বদলাতে পারলাম না,ফরিদপুর,Dhaka,Faridpur
চুদলিং পং দেশের... …,Dhaka,Manikganj,
"""হালায় মাল খোর, সারা রাত জাগে আর ে ঘুমায়""",Dhaka,Rajbari,
মাথামোডা গুলো যখন বাবার কোটায় প্রতিমন্ত্রী। স…,Dhaka,,
ওনাকে দখল যোদ্দা দিলে ভালো হয়,Dhaka,,
"""আল্লাহর ওয়াস্তে একে মন্ত্রনালয় থেকে বাদ । বিশ্বাস করেন, এর ঘটে কিচ্ছু নেই..!""",Dhaka,Narail,
"""এ তো মেয়র হতে পারে নাই, চুরি করে এমপি, এখন আবার মুক্তিযুদ্ধ বিষয়ক মন্ত্রী, বিষয়টা চুদলিং পং হয়ে গেলো""",Mymensingh,Sherpur,
চাঁদাবাজির মন্ত্রী বানানো হোক,Dhaka,,
পুরান ঢাকার ডাকাত,Dhaka,,
হোগা মারা শেষ,Dhaka,,
"""মুক্তিযোদ্দের, ম তো বুজে না এই লোক""",Chittagong,,
একে তো মন্ত্রী হিসেবে ভালো লাগে না আর দিয়েছে মুক্তিযুদ্ধ বিষয়ক চু...দেছে রে,Mymensingh,,
এইবার সব মুক্তিযোদ্ধা তার পরিবার থেকে বের হবে,Dhaka,,
মুক্তিযুদ্ধের পুরো গোয়াটাই মাইর দিলো।,Barisal,Bhola,
Shamiul Hassan Nihan Hasibul Alam এতে ও বুঝি মন্ত্রী ব্যপারটা হজম হইলো না,Comilla,,
হু** গা মারা সারা,Dhaka,Gazipur,
প্রতিমন্ত্রী না প্রতিবন্ধী,Sylhet,,
ও ৭১ সালে শিশু মুক্তিযোদ্ধা ছিল আমি কিন্তু নিজে দেখেছি ওকে যুদ্ধ করতে,Narayanganj,,
জাতির জন্য লজ্জার বিষয় এরকম মানুষের কাছ থেকেও মুক্তিযুদ্ধ সম্পর্কে জানতে হবে,Narayanganj,,
৭১ সালে ঘেরাও ইশরাকের জন্মই হয় নাই সো কিভাবে ও মুক্তিযুদ্ধ বিষয়ক মন্ত্রী হয়!,Dhaka,,
এই মুক্তি জুদদো বলতে কি বোঝে,Dhaka,,
প্রতিবন্ধী মন্ত্রী,Dhaka,,
হয়ছে মুক্তিযোদ্ধের হো … মারা শেষ,Chittagong,,
"""বাংলাদেশের প্রত্যেকটা বিএনপি শিশু কর্মীকে মুক্তিযোদ্ধার সার্টিফিকেট দিয়ে দিবে কথাটা মিলিয়ে নিয়েন,""",Dhaka,Sylhet,Habiganj
সে তো একটা পাগল,Dhaka,,
Mohammad Sohag o to gherao montronaloyer daitto pawar kotha..o to se kaje dokkho,Dhaka,,
boka choda sala,Dhaka,Barisal,
এইসব আবালও এমপি মন্ত্রী হয়,Dhaka,,
"""ভাইয়ার বউ যে কুখ্যাত রাজাকারের মেয়ে, সেটা জানেন আপনারা?""",নোয়াখালী,Chittagong,Noakhali
প্রতিবন্ধি,চাঁদপুর,ঝিনাইদহ,Dhaka
চোদনা,Dhaka,,
এই পাগল,Dhaka,,
ও নিজেই তো হলো একটা সন্ত্রাস,Dhaka,,
"""ওই সারাজীবন বিদেশে থেকে ফস্টিনস্টি করে বেড়াইছে, তাও বাচ্চা একটা ছেলে, ও মুক্তিযুদ্ধের কি বুঝবে?""",Dhaka,Chittagong,Noakhali
প্রতিমন্ত্রী না প্রতিবন্ধী,Bandarban,,
প্রতিমন্ত্রী প্রতিবন্ধী ( ),Dhaka,Gazipur,
অভদ্র একটা,Dhaka,Netrokona,
ঘেরাও বিষয়ক মন্ত্রী,Barisal,,
মুক্তিযোদ্ধাদের গোয়া মারছে এইবার,Dhaka,Rangpur,
"""বসে, ইচ্ছেমতো লুটপাট করে বাংলাদেশকে দুর্নীতিতে চ্যাম্পিয়ন করিস। কেমন!""",Dhaka,,
ভুয়া প্রতিমন্ত্রী,Rajshahi,,
Mehran Ahmed এই ধইঞ্চা রে না দিলেও পারতো,Dhaka,,
চোর সালা,Sirajganj,,
ভুয়া,Dhaka,Jashore,
এবার তারেক রহমানের মেয়ে মুক্তিযোদ্ধ হয়ে যাবে,Barisal,,
অয় তো নিজেই একটা রাজাকার,Dhaka,,
খাইছেরে,Dhaka,,
ফজু পাগলা রে দেন জামাতের পুটকি মারা সারা,Cumilla,Comilla,
রুমিন আর ইশরাক দুজনে পালিয়েছে? পোলাপানে বিবাহের গুঞ্জন উঠাইছে।,Dhaka,,
ইশরাক হোসেন প্রতি মন্ত্রী …,কিশোরগঞ্জ,Dhaka,Kishoreganj
"""এখন বলবে সে ৭১ এর মুক্তিযুদ্ধা,,,লোক আর পাইল না""",Dhaka,Mymensingh,
ভোট চোর মন্ত্রণালয়ের দায়িত্ব কে নেবে??,Dhaka,,
"""বেডা যেইভাবে যুদ্ধ করে জিয়ার কবরে সবার সামনে জায়গা করে নিছে,এতে করে এই পদ দেওয়াটাই স্বাভাবিক""",Dhaka,Chandpur,
সে তো ব্যারিস্টার পাস করে দেশে আসছে মুক্তিযোদ্ধা মন্ত্রী পদে দায়িত্ব পালন করবে কিভাব পরা তো টাকা টুকা সবকিছুই লুট করে খাবে,Dhaka,Naogaon,
ইশরাক আছে না ইশরাক এর আব্বায় মুক্তি যুদ্ধ দেখছে কি না সন্দেহ আর এই বাচ্চা কে দিছে মুক্তি যুদ্ধ বিষয় মন্ত্রী,Dhaka,,
জামাত শিবিরকে সরাসরি রাজাকার বলার পাশ পেয়ে গেল,Dhaka,Jamalpur,
লেইট প্রতিমন্ত্রী,Mymensingh,,
তোদের মত মিডিয়া দেখলে হাসি পায়,Dhaka,,
৭১ এর বিরোধীতাকারী পেতাত্বাদের গায়ে জ্বলা তঙ্ক শুরু হয়ে গেছে,বগুড়া,Dhaka,Rangpur
ভোট চোর,Dhaka,,
এ ভোট চোর কি মন্ত্রী হবার যোগ্য?,ভোলা,Barisal,Bhola
"""আমি নতুন এই কনসেপ্ট নিয়ে কাজ করছি যেখানে কোনো ডিজাইনই রিপিট হবে না। যারা ইউনিক কিছু পরতে ভালোবাসেন, তারা চাইলে আমার ল্যাব ঘুরে আসতে পারেন:""",Dhaka,,
"""ইশরাকের মধ্যে এমন কি পাইছে তারেক সাহেব, বুজলাম না! একবার মেয়র পদে আবার সংসদ সদস্য এখন মন্ত্রী, ওর যোগ্যতাটা কি? ওর বাবা বড় রাজ…""",Dhaka,Chittagong,Chandpur
মারছেরে,Sylhet,Habiganj,
মুক্তিযোদ্ধের সময় কি ওর জন্ম হয়েছিল,Dhaka,Rajshahi,
টাহি পোলাপান এগুলো,Dhaka,,
"""সার্কাসের মতো,,দেশ এখন পুরো বিএনপির বাকীসব রোহিঙ্গা""",Dhaka,Chittagong,Sylhet
টোকাই সালা,ঢাকা,Dhaka,Khulna
প্রতিমন্ত্রী প্রতিবন্ধী,চট্টগ্রাম,জামালপুর,Mymensingh
দুচে দিয়েছে ভাগিনারে,Thakurgaon,,
উনি তো সব মুক্তিযোদ্ধাকে ঘেরাও করবে,Dhaka,Mymensingh,
মদ খেয়ে মাতলামি করা লোক হলো মুক্তিযুদ্ধ বিষয়ক প্রতিমন্ত্রী। বুঝলাম কেমন হলো মন্ত্রীসভা,Dhaka,Gazipur,Madaripur
ওয় মুক্তিযুদ্ধের কোন বাল বুজে,Dhaka,,
ওয়ারিশ মনএি,Dhaka,,
পুংটা মারা সারা,Dhaka,Rajshahi,Kushtia
আবার নতুন করে রাজাকার তৈয়ার করার কারিগর পেয়েছে,Dhaka,Brahmanbaria,
ইসরাকের জায়গায় অ্যাডভোকেট ফজলুল হক কে দিলো ভালো হইতো।,Dhaka,,
সেকি ভালো করে মুক্তি যুদ্ধের ইতিহাস জানে হায় জাতি,Dhaka,,
"""নিজের চেয়ারের খুঁটি খুজে পাবেনি,,বিএনপির সবচেয়ে অযোগ্য ব্যাক্তি প্রতি মন্ত্রী""",Chittagong,Rangamati,
এর চাইতো ঘেরাও উপদেষ্টা ই ভালো ছিলো,Dhaka,,
প্রতিমন্ত্রী প্রতিবন্ধী,Chittagong,Chandpur,
ধাক্কাধাক্কি মন্ত্রলায় দেওয়ার দরকার ছিলো তাকে,Dhaka,Mymensingh,
মাইরাহালছে রে,Dhaka,Pabna,Jamalpur
বাল,Chittagong,,
বিএনপির যত রাজাকার ছিল সব এবার মুক্তিযোদ্বা হয়ে যাবে,Dhaka,,
কেন বিএনপিতে কি কোনো নির্বাচিত মুক্তিযোদ্ধা ছিলোনা?,Dhaka,,
এগুলো বাল,Dhaka,Chittagong,Lakshmipur
ঘেরাও মন্ত্রী দেওয়া দরকার ছিলো,Dhaka,Chandpur,
