dataset,dataset_slug,doc_id,raw_text,clean_text,tokens,token_text,char_len,token_len,is_empty_raw,is_empty_tokenized,provided_sentiment_label,provided_sentiment_confidence,provided_sentiment_source,sentiment_label,sentiment_confidence,sentiment_score,prob_negative,prob_neutral,prob_positive,prob_sarcastic_negative,sentiment_source,sentiment_probabilities_json
4 June 2026,4_june_2026,4908,গাদার..... এভাবে জীবন চলে না,গাদার এভাবে জীবন চলে না,"['গাদার', 'এভাবে', 'জীবন', 'চলে']",গাদার এভাবে জীবন চলে,28,4,0,0,sarcastic_negative,0.6058605385550231,model_unified_fill,sarcastic_negative,0.6058605385550231,-1.0,0.0,0.0,0.0,1.0,model_unified_fill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
4 June 2026,4_june_2026,4909,এত দিন বিদুৎ ঘত,এত দিন বিদুৎ ঘত,"['এত', 'বিদুৎ', 'ঘত']",এত বিদুৎ ঘত,15,3,0,0,sarcastic_negative,0.7537044040759348,model_unified_fill,sarcastic_negative,0.7537044040759348,-1.0,0.0,0.0,0.0,1.0,model_unified_fill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
4 June 2026,4_june_2026,4910,Balchira ra godi chaira de,balchira ra godi chaira de,"['balchira', 'ra', 'godi', 'chaira', 'de']",balchira ra godi chaira de,26,5,0,0,sarcastic_negative,0.58814437738466,model_unified_fill,sarcastic_negative,0.58814437738466,-1.0,0.0,0.0,0.0,1.0,model_unified_fill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
4 June 2026,4_june_2026,4911,Sob carent cureiy hitecca,sob carent cureiy hitecca,"['sob', 'carent', 'cureiy', 'hitecca']",sob carent cureiy hitecca,25,4,0,0,sarcastic_negative,0.4963583827187674,model_unified_fill,sarcastic_negative,0.4963583827187674,-1.0,0.0,0.0,0.0,1.0,model_unified_fill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
4 June 2026,4_june_2026,4912,Faltu kotha,faltu kotha,"['faltu', 'kotha']",faltu kotha,11,2,0,0,sarcastic_negative,0.570371733491555,model_unified_fill,sarcastic_negative,0.570371733491555,-1.0,0.0,0.0,0.0,1.0,model_unified_fill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
4 June 2026,4_june_2026,4913,কাহিনী হয়ছে কি ২৫০০ ফেমেলি কার্ড দিয়া পাবলিক রে পিছন মারছে বিদ্যুৎ বিল বাড়িয়ে..তেলের দাম বাড়িয়ে,কাহিনী হয়ছে কি ফেমেলি কার্ড দিয়া পাবলিক রে পিছন মারছে বিদ্যুৎ বিল বাড়িয়ে তেলের দাম বাড়িয়ে,"['কাহিনী', 'হয়ছে', 'ফেমেলি', 'কার্ড', 'দিয়া', 'পাবলিক', 'পিছন', 'মারছে', 'বিদ্যুৎ', 'বিল', 'বাড়িয়ে', 'তেলের', 'দাম', 'বাড়িয়ে']",কাহিনী হয়ছে ফেমেলি কার্ড দিয়া পাবলিক পিছন মারছে বিদ্যুৎ বিল বাড়িয়ে তেলের দাম বাড়িয়ে,101,14,0,0,negative,0.3726416968321946,model_unified_fill,negative,0.3726416968321946,-1.0,1.0,0.0,0.0,0.0,model_unified_fill,"{""negative"": 1.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
4 June 2026,4_june_2026,4914,ভুয়া কথা মাদারবোর্ড তুরা টাকা আত্মসাৎ করতেছস,ভুয়া কথা মাদারবোর্ড তুরা টাকা আত্মসাৎ করতেছস,"['ভুয়া', 'মাদারবোর্ড', 'তুরা', 'টাকা', 'আত্মসাৎ', 'করতেছস']",ভুয়া মাদারবোর্ড তুরা টাকা আত্মসাৎ করতেছস,44,6,0,0,sarcastic_negative,0.5046096659561119,model_unified_fill,sarcastic_negative,0.5046096659561119,-1.0,0.0,0.0,0.0,1.0,model_unified_fill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
4 June 2026,4_june_2026,4915,ভোদার দেশে খালি সংকট সব ভাঁওতাবাজি।,ভোদার দেশে খালি সংকট সব ভাঁওতাবাজি,"['ভোদার', 'দেশে', 'খালি', 'সংকট', 'ভাঁওতাবাজি']",ভোদার দেশে খালি সংকট ভাঁওতাবাজি,35,5,0,0,sarcastic_negative,0.3563226773094998,model_unified_fill,sarcastic_negative,0.3563226773094998,-1.0,0.0,0.0,0.0,1.0,model_unified_fill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
4 June 2026,4_june_2026,4916,রূপপুর পারমাণবিক বিদ্যুৎ কেন্দ্র চালু করেন দ্রুত। তীব্র ভ্যাপসা গরমে মানুষ খুব কষ্টে আছে মাননীয় মন্ত্রী,রূপপুর পারমাণবিক বিদ্যুৎ কেন্দ্র চালু করেন দ্রুত তীব্র ভ্যাপসা গরমে মানুষ খুব কষ্টে আছে মাননীয় মন্ত্রী,"['রূপপুর', 'পারমাণবিক', 'বিদ্যুৎ', 'কেন্দ্র', 'চালু', 'করেন', 'দ্রুত', 'তীব্র', 'ভ্যাপসা', 'গরমে', 'মানুষ', 'কষ্টে', 'মাননীয়', 'মন্ত্রী']",রূপপুর পারমাণবিক বিদ্যুৎ কেন্দ্র চালু করেন দ্রুত তীব্র ভ্যাপসা গরমে মানুষ কষ্টে মাননীয় মন্ত্রী,104,14,0,0,sarcastic_negative,0.3721065718101106,model_unified_fill,sarcastic_negative,0.3721065718101106,-1.0,0.0,0.0,0.0,1.0,model_unified_fill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
4 June 2026,4_june_2026,4917,"হারামি, সব সময় সারা বাংলাদেশে লোডশেডিং থাকে।",হারামি সব সময় সারা বাংলাদেশে লোডশেডিং থাকে,"['হারামি', 'সময়', 'সারা', 'বাংলাদেশে', 'লোডশেডিং', 'থাকে']",হারামি সময় সারা বাংলাদেশে লোডশেডিং থাকে,44,6,0,0,sarcastic_negative,0.4682888479317917,model_unified_fill,sarcastic_negative,0.4682888479317917,-1.0,0.0,0.0,0.0,1.0,model_unified_fill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
4 June 2026,4_june_2026,4918,"কারেন্ট দেওয়ার দরকার নেই খামবা তুলে নিয়ে যান, এমনিতেও কারেন্ট থাকে না আমাদের দরকার নেই",কারেন্ট দেওয়ার দরকার নেই খামবা তুলে নিয়ে যান এমনিতেও কারেন্ট থাকে না আমাদের দরকার নেই,"['কারেন্ট', 'দেওয়ার', 'দরকার', 'খামবা', 'তুলে', 'নিয়ে', 'যান', 'এমনিতেও', 'কারেন্ট', 'থাকে', 'দরকার']",কারেন্ট দেওয়ার দরকার খামবা তুলে নিয়ে যান এমনিতেও কারেন্ট থাকে দরকার,88,11,0,0,negative,0.6579200585960365,model_unified_fill,negative,0.6579200585960365,-1.0,1.0,0.0,0.0,0.0,model_unified_fill,"{""negative"": 1.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
4 June 2026,4_june_2026,4919,সংসদে নাটক না করে এসি বন্ধ করা হোক,সংসদে নাটক না করে এসি বন্ধ করা হোক,"['সংসদে', 'নাটক', 'এসি', 'বন্ধ', 'হোক']",সংসদে নাটক এসি বন্ধ হোক,34,5,0,0,sarcastic_negative,0.4594387530768603,model_unified_fill,sarcastic_negative,0.4594387530768603,-1.0,0.0,0.0,0.0,1.0,model_unified_fill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
4 June 2026,4_june_2026,4920,বিদ্যুৎ বিলের বারতি টাকা গুলা কই যায়,বিদ্যুৎ বিলের বারতি টাকা গুলা কই যায়,"['বিদ্যুৎ', 'বিলের', 'বারতি', 'টাকা', 'গুলা', 'কই']",বিদ্যুৎ বিলের বারতি টাকা গুলা কই,36,6,0,0,negative,0.5642444641243249,model_unified_fill,negative,0.5642444641243249,-1.0,1.0,0.0,0.0,0.0,model_unified_fill,"{""negative"": 1.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
4 June 2026,4_june_2026,4921,কাকা বিদ্যুৎ বিল অনেক আসে,কাকা বিদ্যুৎ বিল অনেক আসে,"['কাকা', 'বিদ্যুৎ', 'বিল', 'আসে']",কাকা বিদ্যুৎ বিল আসে,25,4,0,0,sarcastic_negative,0.519796934014465,model_unified_fill,sarcastic_negative,0.519796934014465,-1.0,0.0,0.0,0.0,1.0,model_unified_fill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
4 June 2026,4_june_2026,4922,লোডশেডিং এর জন্য কি শুধু গ্রামের মানুষকে বাচ্চা নিবেন গ্রামের মানুষ কি মানুষ না আমরা কি অপরাধ করে গ্রামে থেইকা আমাগো তো বাঁচার একটা অধিকার আছে,লোডশেডিং এর জন্য কি শুধু গ্রামের মানুষকে বাচ্চা নিবেন গ্রামের মানুষ কি মানুষ না আমরা কি অপরাধ করে গ্রামে থেইকা আমাগো তো বাঁচার একটা অধিকার আছে,"['লোডশেডিং', 'গ্রামের', 'মানুষকে', 'বাচ্চা', 'নিবেন', 'গ্রামের', 'মানুষ', 'মানুষ', 'অপরাধ', 'গ্রামে', 'থেইকা', 'আমাগো', 'বাঁচার', 'অধিকার']",লোডশেডিং গ্রামের মানুষকে বাচ্চা নিবেন গ্রামের মানুষ মানুষ অপরাধ গ্রামে থেইকা আমাগো বাঁচার অধিকার,142,14,0,0,negative,0.3461019910751448,model_unified_fill,negative,0.3461019910751448,-1.0,1.0,0.0,0.0,0.0,model_unified_fill,"{""negative"": 1.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
4 June 2026,4_june_2026,4923,মোঃ সেকুল মিয়া,মোঃ সেকুল মিয়া,"['মোঃ', 'সেকুল', 'মিয়া']",মোঃ সেকুল মিয়া,15,3,0,0,negative,0.3970512007921856,model_unified_fill,negative,0.3970512007921856,-1.0,1.0,0.0,0.0,0.0,model_unified_fill,"{""negative"": 1.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
4 June 2026,4_june_2026,4924,গরম পড়‌লেই ফল্ট হয়?,গরম পড়লেই ফল্ট হয়,"['গরম', 'পড়লেই', 'ফল্ট']",গরম পড়লেই ফল্ট,19,3,0,0,sarcastic_negative,0.5429422258150801,model_unified_fill,sarcastic_negative,0.5429422258150801,-1.0,0.0,0.0,0.0,1.0,model_unified_fill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
4 June 2026,4_june_2026,4925,তাহলে কাকু বিদ্যুতের দাম বাড়াইলেন কেন,তাহলে কাকু বিদ্যুতের দাম বাড়াইলেন কেন,"['তাহলে', 'কাকু', 'বিদ্যুতের', 'দাম', 'বাড়াইলেন']",তাহলে কাকু বিদ্যুতের দাম বাড়াইলেন,38,5,0,0,sarcastic_negative,0.5947895641312386,model_unified_fill,sarcastic_negative,0.5947895641312386,-1.0,0.0,0.0,0.0,1.0,model_unified_fill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
4 June 2026,4_june_2026,4926,মমতাজ আফারে খুব মিস করছি এই মুহূর্তে,মমতাজ আফারে খুব মিস করছি এই মুহূর্তে,"['মমতাজ', 'আফারে', 'মিস', 'করছি', 'মুহূর্তে']",মমতাজ আফারে মিস করছি মুহূর্তে,36,5,0,0,negative,0.8977503962684251,model_unified_fill,negative,0.8977503962684251,-1.0,1.0,0.0,0.0,0.0,model_unified_fill,"{""negative"": 1.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
4 June 2026,4_june_2026,4927,এ জাতীয় সংকট আপনি দায়িত্ব নেয়ার পর থেকে শুরু হয়েছে। আপনি দায়িত্ব টা ছেড়ে দিন যোগ্য লোককে দায়িত্ব দেন ইনশাল্লাহ এই সংকট কেটে যাবে।,এ জাতীয় সংকট আপনি দায়িত্ব নেয়ার পর থেকে শুরু হয়েছে আপনি দায়িত্ব টা ছেড়ে দিন যোগ্য লোককে দায়িত্ব দেন ইনশাল্লাহ এই সংকট কেটে যাবে,"['জাতীয়', 'সংকট', 'দায়িত্ব', 'নেয়ার', 'পর', 'শুরু', 'দায়িত্ব', 'টা', 'ছেড়ে', 'যোগ্য', 'লোককে', 'দায়িত্ব', 'দেন', 'ইনশাল্লাহ', 'সংকট', 'কেটে', 'যাবে']",জাতীয় সংকট দায়িত্ব নেয়ার পর শুরু দায়িত্ব টা ছেড়ে যোগ্য লোককে দায়িত্ব দেন ইনশাল্লাহ সংকট কেটে যাবে,135,17,0,0,negative,0.7570946706334676,model_unified_fill,negative,0.7570946706334676,-1.0,1.0,0.0,0.0,0.0,model_unified_fill,"{""negative"": 1.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
4 June 2026,4_june_2026,4928,লোডশেডিং যখন দিবেন,লোডশেডিং যখন দিবেন,"['লোডশেডিং', 'দিবেন']",লোডশেডিং দিবেন,18,2,0,0,sarcastic_negative,0.5592605705364954,model_unified_fill,sarcastic_negative,0.5592605705364954,-1.0,0.0,0.0,0.0,1.0,model_unified_fill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
4 June 2026,4_june_2026,4929,"যাদের আমনে আমরা একবার নয় ৫ বার দুর্নীতিতে চ্যাম্পিয়ন হই,আবার তাদের আমলে এর বেশি কি আশা করা যায়",যাদের আমনে আমরা একবার নয় বার দুর্নীতিতে চ্যাম্পিয়ন হই আবার তাদের আমলে এর বেশি কি আশা করা যায়,"['যাদের', 'আমনে', 'একবার', 'নয়', 'বার', 'দুর্নীতিতে', 'চ্যাম্পিয়ন', 'হই', 'আবার', 'আমলে', 'বেশি', 'আশা']",যাদের আমনে একবার নয় বার দুর্নীতিতে চ্যাম্পিয়ন হই আবার আমলে বেশি আশা,94,12,0,0,positive,0.4676157164991119,model_unified_fill,positive,0.4676157164991119,1.0,0.0,0.0,1.0,0.0,model_unified_fill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 1.0, ""sarcastic_negative"": 0.0}"
4 June 2026,4_june_2026,4930,পালানোর পথ খুজ,পালানোর পথ খুজ,"['পালানোর', 'পথ', 'খুজ']",পালানোর পথ খুজ,14,3,0,0,sarcastic_negative,0.5231915641519536,model_unified_fill,sarcastic_negative,0.5231915641519536,-1.0,0.0,0.0,0.0,1.0,model_unified_fill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
4 June 2026,4_june_2026,4931,"লোডশেডিং কোথায় , সব তো যান্ত্রিক ত্রুটির কারনে।",লোডশেডিং কোথায় সব তো যান্ত্রিক ত্রুটির কারনে,"['লোডশেডিং', 'যান্ত্রিক', 'ত্রুটির', 'কারনে']",লোডশেডিং যান্ত্রিক ত্রুটির কারনে,47,4,0,0,negative,0.569564557661342,model_unified_fill,negative,0.569564557661342,-1.0,1.0,0.0,0.0,0.0,model_unified_fill,"{""negative"": 1.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
4 June 2026,4_june_2026,4932,নাটক করেন না। দেশের মানুষকে যদি ভালো রাখতে না পারেন তাহলে জায়গা ছেড়ে দেন।,নাটক করেন না দেশের মানুষকে যদি ভালো রাখতে না পারেন তাহলে জায়গা ছেড়ে দেন,"['নাটক', 'করেন', 'দেশের', 'মানুষকে', 'ভালো', 'রাখতে', 'পারেন', 'তাহলে', 'জায়গা', 'ছেড়ে', 'দেন']",নাটক করেন দেশের মানুষকে ভালো রাখতে পারেন তাহলে জায়গা ছেড়ে দেন,73,11,0,0,positive,0.352371509913722,model_unified_fill,positive,0.352371509913722,1.0,0.0,0.0,1.0,0.0,model_unified_fill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 1.0, ""sarcastic_negative"": 0.0}"
4 June 2026,4_june_2026,4933,বেনাপোল এ আজ সকাল থেকে বিকাল তিনটা পর্যন্ত কারেন্ট আসবেনা এই হলো বিদ্যুতের পরিস্থিতি।,বেনাপোল এ আজ সকাল থেকে বিকাল তিনটা পর্যন্ত কারেন্ট আসবেনা এই হলো বিদ্যুতের পরিস্থিতি,"['বেনাপোল', 'আজ', 'সকাল', 'বিকাল', 'তিনটা', 'পর্যন্ত', 'কারেন্ট', 'আসবেনা', 'হলো', 'বিদ্যুতের', 'পরিস্থিতি']",বেনাপোল আজ সকাল বিকাল তিনটা পর্যন্ত কারেন্ট আসবেনা হলো বিদ্যুতের পরিস্থিতি,85,11,0,0,negative,0.7810961713339699,model_unified_fill,negative,0.7810961713339699,-1.0,1.0,0.0,0.0,0.0,model_unified_fill,"{""negative"": 1.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
4 June 2026,4_june_2026,4934,বিদ্যুতের এত সমস্যা তাহলে বিদ্যুতের দাম কেন বাড়ানো হলো নাটক ঠাপায় নাকি এরা,বিদ্যুতের এত সমস্যা তাহলে বিদ্যুতের দাম কেন বাড়ানো হলো নাটক ঠাপায় নাকি এরা,"['বিদ্যুতের', 'এত', 'সমস্যা', 'তাহলে', 'বিদ্যুতের', 'দাম', 'বাড়ানো', 'হলো', 'নাটক', 'ঠাপায়', 'নাকি', 'এরা']",বিদ্যুতের এত সমস্যা তাহলে বিদ্যুতের দাম বাড়ানো হলো নাটক ঠাপায় নাকি এরা,76,12,0,0,sarcastic_negative,0.7919506150329845,model_unified_fill,sarcastic_negative,0.7919506150329845,-1.0,0.0,0.0,0.0,1.0,model_unified_fill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
4 June 2026,4_june_2026,4935,কি বলেছ আড্ডা গালি দিব তোদের,কি বলেছ আড্ডা গালি দিব তোদের,"['বলেছ', 'আড্ডা', 'গালি', 'দিব', 'তোদের']",বলেছ আড্ডা গালি দিব তোদের,28,5,0,0,positive,0.3794187620656725,model_unified_fill,positive,0.3794187620656725,1.0,0.0,0.0,1.0,0.0,model_unified_fill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 1.0, ""sarcastic_negative"": 0.0}"
4 June 2026,4_june_2026,4936,"রিজভী সাহেব কই, হ্যারিকেন মিছিল করতে আসেন।",রিজভী সাহেব কই হ্যারিকেন মিছিল করতে আসেন,"['রিজভী', 'সাহেব', 'কই', 'হ্যারিকেন', 'মিছিল', 'করতে', 'আসেন']",রিজভী সাহেব কই হ্যারিকেন মিছিল করতে আসেন,42,7,0,0,sarcastic_negative,0.6983398333863464,model_unified_fill,sarcastic_negative,0.6983398333863464,-1.0,0.0,0.0,0.0,1.0,model_unified_fill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
4 June 2026,4_june_2026,4937,Toder dhoire latthano dorkar.....besi deri nai....khamba er sorkar re public tule asar marbe,toder dhoire latthano dorkar besi deri nai khamba er sorkar re public tule asar marbe,"['toder', 'dhoire', 'latthano', 'dorkar', 'besi', 'deri', 'nai', 'khamba', 'er', 'sorkar', 're', 'public', 'tule', 'asar', 'marbe']",toder dhoire latthano dorkar besi deri nai khamba er sorkar re public tule asar marbe,92,15,0,0,sarcastic_negative,0.5452048040858553,model_unified_fill,sarcastic_negative,0.5452048040858553,-1.0,0.0,0.0,0.0,1.0,model_unified_fill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
4 June 2026,4_june_2026,4938,Congratulations,congratulations,['congratulations'],congratulations,15,1,0,0,sarcastic_negative,0.4347275895287074,model_unified_fill,sarcastic_negative,0.4347275895287074,-1.0,0.0,0.0,0.0,1.0,model_unified_fill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
4 June 2026,4_june_2026,4939,মাত্র শুরু হইছে সামনে যে কি আছে আল্লাহপাক জানে,মাত্র শুরু হইছে সামনে যে কি আছে আল্লাহপাক জানে,"['মাত্র', 'শুরু', 'সামনে', 'আল্লাহপাক', 'জানে']",মাত্র শুরু সামনে আল্লাহপাক জানে,46,5,0,0,negative,0.5532399861064057,model_unified_fill,negative,0.5532399861064057,-1.0,1.0,0.0,0.0,0.0,model_unified_fill,"{""negative"": 1.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
4 June 2026,4_june_2026,4940,"এতো গপ্পো, এতো বিদ্যুৎ গেল কই?",এতো গপ্পো এতো বিদ্যুৎ গেল কই,"['এতো', 'গপ্পো', 'এতো', 'বিদ্যুৎ', 'গেল', 'কই']",এতো গপ্পো এতো বিদ্যুৎ গেল কই,30,6,0,0,sarcastic_negative,0.8199657792780899,model_unified_fill,sarcastic_negative,0.8199657792780899,-1.0,0.0,0.0,0.0,1.0,model_unified_fill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
4 June 2026,4_june_2026,4941,যত মাল আছে সব প্যাকেট করে পার্সেল করে দেন স্যার,যত মাল আছে সব প্যাকেট করে পার্সেল করে দেন স্যার,"['যত', 'মাল', 'প্যাকেট', 'পার্সেল', 'দেন', 'স্যার']",যত মাল প্যাকেট পার্সেল দেন স্যার,47,6,0,0,positive,0.6101161852043324,model_unified_fill,positive,0.6101161852043324,1.0,0.0,0.0,1.0,0.0,model_unified_fill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 1.0, ""sarcastic_negative"": 0.0}"
4 June 2026,4_june_2026,4942,এই অসভ্য বাঙালী বেইমান জাতির জন্য আপনি ঠিক আছেন,এই অসভ্য বাঙালী বেইমান জাতির জন্য আপনি ঠিক আছেন,"['অসভ্য', 'বাঙালী', 'বেইমান', 'জাতির', 'ঠিক', 'আছেন']",অসভ্য বাঙালী বেইমান জাতির ঠিক আছেন,47,6,0,0,negative,0.5370587426884679,model_unified_fill,negative,0.5370587426884679,-1.0,1.0,0.0,0.0,0.0,model_unified_fill,"{""negative"": 1.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
4 June 2026,4_june_2026,4943,সব মিথ্যা কথা বলে উনারা যে গাড়িতে চরে গাড়িতে নন এসেছে গাড়িতে চলেন দেখতে পারবেন কেমন লাগে ।,সব মিথ্যা কথা বলে উনারা যে গাড়িতে চরে গাড়িতে নন এসেছে গাড়িতে চলেন দেখতে পারবেন কেমন লাগে,"['মিথ্যা', 'বলে', 'উনারা', 'গাড়িতে', 'চরে', 'গাড়িতে', 'নন', 'এসেছে', 'গাড়িতে', 'চলেন', 'দেখতে', 'পারবেন', 'লাগে']",মিথ্যা বলে উনারা গাড়িতে চরে গাড়িতে নন এসেছে গাড়িতে চলেন দেখতে পারবেন লাগে,93,13,0,0,sarcastic_negative,0.4308250304973026,model_unified_fill,sarcastic_negative,0.4308250304973026,-1.0,0.0,0.0,0.0,1.0,model_unified_fill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
4 June 2026,4_june_2026,4944,গরম একটু বেশি পড়লেই কারিগরি ত্রুটি হয়।,গরম একটু বেশি পড়লেই কারিগরি ত্রুটি হয়,"['গরম', 'একটু', 'বেশি', 'পড়লেই', 'কারিগরি', 'ত্রুটি']",গরম একটু বেশি পড়লেই কারিগরি ত্রুটি,38,6,0,0,sarcastic_negative,0.4648804663960112,model_unified_fill,sarcastic_negative,0.4648804663960112,-1.0,0.0,0.0,0.0,1.0,model_unified_fill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
4 June 2026,4_june_2026,4945,"ঘাটতি পূরনের জন্য কি বা,,,ল ছিঁড়তেছেন।সেটা বলেন",ঘাটতি পূরনের জন্য কি বা ল ছিঁড়তেছেন সেটা বলেন,"['ঘাটতি', 'পূরনের', 'ছিঁড়তেছেন', 'বলেন']",ঘাটতি পূরনের ছিঁড়তেছেন বলেন,47,4,0,0,positive,0.6670119058967532,model_unified_fill,positive,0.6670119058967532,1.0,0.0,0.0,1.0,0.0,model_unified_fill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 1.0, ""sarcastic_negative"": 0.0}"
4 June 2026,4_june_2026,4946,"আরো বাড়বে,,এখনি ওতো থাকে না,,,",আরো বাড়বে এখনি ওতো থাকে না,"['আরো', 'বাড়বে', 'এখনি', 'ওতো', 'থাকে']",আরো বাড়বে এখনি ওতো থাকে,31,5,0,0,positive,0.6964702412427287,model_unified_fill,positive,0.6964702412427287,1.0,0.0,0.0,1.0,0.0,model_unified_fill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 1.0, ""sarcastic_negative"": 0.0}"
4 June 2026,4_june_2026,4947,শালা বাটপার,শালা বাটপার,"['শালা', 'বাটপার']",শালা বাটপার,11,2,0,0,negative,0.8774519217782796,model_unified_fill,negative,0.8774519217782796,-1.0,1.0,0.0,0.0,0.0,model_unified_fill,"{""negative"": 1.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
4 June 2026,4_june_2026,4948,"ঢাজার লোডশেডিং যেন শুরু হয় মন্ত্রীপাড়া, ন্যাম ভবন থেকে !",ঢাজার লোডশেডিং যেন শুরু হয় মন্ত্রীপাড়া ন্যাম ভবন থেকে,"['ঢাজার', 'লোডশেডিং', 'শুরু', 'মন্ত্রীপাড়া', 'ন্যাম', 'ভবন']",ঢাজার লোডশেডিং শুরু মন্ত্রীপাড়া ন্যাম ভবন,56,6,0,0,sarcastic_negative,0.5027315018197503,model_unified_fill,sarcastic_negative,0.5027315018197503,-1.0,0.0,0.0,0.0,1.0,model_unified_fill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
4 June 2026,4_june_2026,4949,বাড়ানো কাকে বলে?,বাড়ানো কাকে বলে,"['বাড়ানো', 'কাকে', 'বলে']",বাড়ানো কাকে বলে,16,3,0,0,positive,0.6718619407771962,model_unified_fill,positive,0.6718619407771962,1.0,0.0,0.0,1.0,0.0,model_unified_fill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 1.0, ""sarcastic_negative"": 0.0}"
4 June 2026,4_june_2026,4950,পাবনা শহরে ৭ ঘন্টা থাকেনা,পাবনা শহরে ঘন্টা থাকেনা,"['পাবনা', 'শহরে', 'ঘন্টা', 'থাকেনা']",পাবনা শহরে ঘন্টা থাকেনা,25,4,0,0,sarcastic_negative,0.6229483022468874,model_unified_fill,sarcastic_negative,0.6229483022468874,-1.0,0.0,0.0,0.0,1.0,model_unified_fill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
