Comment,Location 1,Location 2,Location 3,Sentiment,sentiment_confidence,sentiment_source,needs_review
বিসমিল্লাহির রাহমানির রাহিম।। অভিনন্দন শুভেচ্ছা।। আমাদের মাননীয় প্রধানমন্ত্রী।। Bangladesh first ।। বাংলাদেশ প্রথম।। গর্বিত গোটা বাংলাদেশ।। সবার আগে বাংলাদেশ।।,Dhaka,,,Positive,0.85432053517002,model,False
আপনি বুউড়া বাম তেল দেয়া বন্ধ করুন। তেলবাজি বছর কত করবেন? জনগনের জন্য একটু কাজ করেন।,Dhaka,,,Sarcastic_negative,0.4502362476907101,model,True
"Khankir chelera,, Saradin current thakena, R MC gula fazlami choday",Dhaka,Barisal,,Sarcastic_negative,0.4527672910587286,model,True
"মাননীয় প্রধানমন্ত্রী তারেক রহমান, আপনার নামটিই মহান ! কিন্তু বর্তমানে কতিপয় ঘুষেল রাজকর্মচারী ও কর্মকর্তা সরকারের ভাবমূর্তি নষ্ট করে, সরকারের আদেশ পরিপত্র আইন প্রজ্ঞাপন হুকুম জারি থাকলেও তা কার্যকরের বেলায় গড়িমসি করে। এঁদের কারণে মানুষের মৌলিক চাহিদা ও অধিকার হরণ হচ্ছে, সেবা প্রদান নিশ্চিত করতে গড়িমসি করে। সব অফিসেই স্বল্প আছে ঘুষেল কর্মী হারাম খোর,!! তন্মধ্যে ইউনিয়ন ভূমি অফিস বেশি জোচ্চোর!! কতিপয় ঘুষেল পুলিশ চোর ডাকাতের আরৎদার, কতিপয় অসাধু ভুমি অফিসের লোকজন ভুমি দশ্যূর পৃষ্ঠপোষক ও জালিয়াতি চক্রের পৃষ্টপোষক হিসেবে কাজ করে।ঐ সব লোকের আইনের আওতায় আনা দরকার। মাননীয় প্রধানমন্ত্রী ও জনগণের দেখভালের সরকার।। কারণ আপনি সৃষ্টিকর্তার দ্বারা প্রত্যায়িত এক জন প্রধানমন্ত্রী, জনগণের দেখভালের জন্য প্রতিনিধিত্ব প্রত্যক্ষভাবে পেয়েছেন সার্বিকভাবে আপনি জনগণের ভোগান্তি কমিয়ে দিতে পারেন। দূর্নীতি কমিয়ে দিতে পারেন। অবহেলিত জনগোষ্ঠীর পক্ষে ও মজলুমের পক্ষে থাকুন, ন্যায় বিচার প্রতিষ্ঠা করতে অনুরোধ করছি যেন ফরিয়াদ কবুল হয়।।",Dhaka,Pabna,,Positive,0.8147207021929525,model,False
গত চার মাসে ৬ লক্ষ লোকের কর্মসংস্থান কোথায়। ফখরুল সাহেব ইতিহাস কখনোই ক্ষমা করে না।,Khulna,Jessore,,Negative,0.4262843105465744,model,True
তুমি কি করলা দাদু লীগের দালাল করো দলের দালাল করো গোল আলু,Khulna,,,Positive,0.3975585193577182,model,True
জি আপনারা বা*ল ছিড়েছেন হ্যাঁ ধন্যবাদ এজন্য বর্তমান দেশের *মারা* সারা,Dhaka,,,Sarcastic_negative,0.6066188740471711,model,False
সংসদে বসে বাংলায় কথা বলতে কষ্ট হয়। ইংলিশের অবস্থা তো মহা সাঙ্গাতিক। কেমনে কি?,Chittagong,,,Positive,0.4436025534868283,model,True
"মান সম্মান সব শেষ করে এসেছে খাতা দেখে দেখে বক্তব্য দিয়েছে, তারা তো ভেবেছে এই মূর্খ দেশ চালাচ্ছে। অথচ তাকে নিয়ে কিছু লোক গর্ব করে",Dhaka,Dinajpur,,Negative,0.3887528993603354,model,True
দেশের স্বার্থে ধন্যবাদ জানাতে গেলে ও কৃপণতা দেখতে পাই,Dhaka,Narayanganj,,Positive,0.6021530291155285,model,False
You are our dreams our proud,Dhaka,,,Sarcastic_negative,0.5671328003452006,model,False
সাব্বাস লিডার সাব্বাস আপনার প্রত্যেকটি কথা সত্যিই সত্যিই …,Khulna,Satkhira,,Negative,0.3423397064915685,model,True
মালয়েশিয়াতে সফর করার পর থেকে মালয়েশিয়াতে ইমিগ্রেশন অনেক রেট বেশি দিচ্ছে এটার কারণ কি? মালয়েশিয়ার অবৈধ শ্রমিকদের নিয়ে ব…,Narsingdi,Meherpur,,Negative,0.5129221694862978,model,False
"বাংলাদেশ হচ্ছে একটা ইন্টারন্যাশনাল রাষ্ট্র। এ দেশের পররাষ্ট্রমন্ত্রী আমেরিকার, স্বরাষ্ট্রমন্ত্রী ভারতের, বিরোধীদলের নেতা পাক…",Dhaka,Chittagong,Noakhali,Negative,0.4936781032982896,model,True
আশাকরি আপনি দেশের মানুষের জন্য কাজ করছেন আরো কারবেন এটা এ দেশের মানুষের আশা সবার আগে বাংলাদেশ,Dhaka,Barisal,,Positive,0.7955383085194899,model,False
"We strongly believe Bangladesh is secure by your hand . Go ahead by the name of Allahsobhanahutala, insaallah you will be achieve the goal",Bogra,,,Sarcastic_negative,0.4383714063889734,model,True
আমার নেতা।ভালোবাসা অবিরাম,Dhaka,Gazipur,Comilla,Negative,0.506305741714099,model,False
মাশাল্লাহ,Sylhet,,,Positive,0.3147729927392159,model,True
*This is the worthy successor of Ziaur Rahman.*,Sylhet,,,Sarcastic_negative,0.5677641306610012,model,False
কারেন্ট দে আগে /,Dhaka,Tangail,,Negative,0.5055254365452236,model,False
Love you lidar,Dhaka,,,Sarcastic_negative,0.5960761572716764,model,False
মাশাল্লাহ দেখে মনটা বড়ে যাই মাননীয় প্রধানমন্ত্রী তারেক রহমান আপনার জন্য দোয়া ও শুভকামনা রইল এগিয়ে নিয়ে যান বাংলাদেশ কে,Dhaka,,,Positive,0.8824926961026758,model,False
Congratulations,Dhaka,Rajshahi,Natore,Sarcastic_negative,0.4347275895287074,model,True
আল্লাহর রহমতে আপনার উছিলায় এই বাংলাদেশের ভাগ্য পরিবর্তন হবে ইনশাআল্লাহ,Dhaka,Narsingdi,,Positive,0.5098893924237595,model,False
মাশাআল্লাহ,Khulna,,,Negative,0.7025170713543295,model,False
"দুই বছর ভারতে না গেলে যদি চলে থাকে,, বাকী সময়ও না গেলে চলবে....",Dhaka,Rangpur,,Negative,0.4560383929370186,model,True
Alhamdullih,Rangpur,,,Sarcastic_negative,0.4813131716608717,model,True
প্রধানমন্ত্রীর কার্যক্রম ঠিক পথে এগোচ্ছে কিন্তু দলের কিছু ব্যক্তি জন্য সরকারের ভাবমূর্তি নষ্ট হয় যে কারণে প্রধানমন্ত্রীর উচিত…,Munshiganj,,,Positive,0.6957804827502191,model,False
মালয়েশিয়া ভিসা চালু করতে পারলেন না তাহলে দেশের জনগণের জন্য কি করলেন?,Rajshahi,,,Sarcastic_negative,0.5768392342850315,model,False
চীন আর মালেশিয়া থেকে বাঁশ নিয়ে আসছে আমার সোনার বাংলাদেশ!!,Dhaka,Lakshmipur,,Positive,0.4411679429600644,model,True
"কারেন্ট না দিয়ে মুখে বড় বড় বক্তব্য দিয়ে লাভ আছে,,?",Khulna,Jessore,,Negative,0.5248901716495618,model,False
সরকার মালোশিয়া না আসলেই ভাল হইত প্রবাসীদের জন্য উনি আসার পরে যেখানে পাচ্ছে বাংলাদেশি প্রবাসী ভাইদেরকে সেখানে পুলিশে ধরতেছে এটা কি তার প্লেন ছিল,Dhaka,Narsingdi,,Negative,0.7871667256000898,model,False
তোমাদের মাননীয় প্রধানমন্ত্রী দেশের বিদ্যুতের সমস্যার সমাধান না করে খাল কাটার জন্য এত উদ্যোগ নিচ্ছেন কেন এর উত্তর কি কেউ দিতে পারবেন?,Dhaka,,,Positive,0.6135774443323017,model,False
দেশের সামরিক শক্তি নিয়ে কি চুক্তি করেছেন। আমরা এটা চাই। ভারতের গোলামি চাই না,Sylhet,,,Negative,0.7199811502173683,model,False
আপনাকে স্বাগতম,Pabna,,,Sarcastic_negative,0.5913664701923862,model,False
আপনাকে দায়িত্ব দিয়ে দিছে বাংলাদেশের মানুষ আপনাকে বিশ্বাস করে কিন্তু সেটা কতটুকু পালন হইতেছে সেটাতে আমরা হতাশ সাধারণ জনগণ প্র…,Kurigram,,,Positive,0.3602066818230565,model,True
বিমন ক্রয়ের ব্যপারে কিছু বলেন।,Dhaka,Munshiganj,,Sarcastic_negative,0.5319732844335301,model,False
সাবাস লিডার,Barisal,,,Negative,0.3265572639974659,model,True
দল আর করবো না তাগিদের মুললায়ন নেই,Dhaka,Bogra,,Positive,0.5135483884442483,model,False
"তারেক রহমান সরকার,বারবার বারবার দরকার!",Sylhet,Habiganj,,Negative,0.6301458283478378,model,False
গদি মিডিয়ার ঘেউ ঘেউ দেখলে বোঝা যায় বাংলাদেশ সঠিক পথে আছে আমরা বাংলাদেশের মানুষ সহজ সরল বাংলাদেশ কোন পথে আছে বুঝতে পারি গদি ম…,Chittagong,,,Positive,0.5913159484346864,model,False
ইনশাআল্লাহ,Khulna,Jhenaidah,,Positive,0.8463126400605551,model,False
"জীবনের প্রথম এধরণের সংসদ দেখছি, দেশের স্বার্থে সবাই একমত।।",Dhaka,Khulna,Magura,Sarcastic_negative,0.3840101773159935,model,True
ধন্যবাদ,Chittagong,Lakshmipur,Pabna,Positive,0.6366609432454146,model,False
সাবার আগে বাংলাদেশ,Chittagong,Rangamati,,Positive,0.7298635178701836,model,False
Ata sadhorone jonogone valo bujhey Dhonnobad. Vai. Seylut vai,Dhaka,,,Sarcastic_negative,0.6547436207681521,model,False
অবশ্যই অনেক ধন্যবাদ জানাই,Dhaka,,,Positive,0.4100887645173406,model,True
গুরার ডিম হইয়া ছে,Dhaka,,,Sarcastic_negative,0.3829146988767065,model,True
দ্রুত পে-স্কেল গেজেট চাই।,Chittagong,Chandpur,,Sarcastic_negative,0.4263578094611419,model,True
ইনশাআল্লাহ সফলতা,Barisal,Bhola,,Positive,0.832514569846901,model,False
ধন্যবাদ মাননীয় প্রধানমন্ত্রী জ্বনাব তারেক রহমান কে।,Kurigram,,,Positive,0.8265135974141699,model,False
ইনশা আল্লাহ আপনার হাত ধরে বাংলাদেশ অনেক দূর এগিয়ে যাবে।,Sirajganj,Dhaka,,Positive,0.7074547796315243,model,False
"এরা'ই দেশে বড় সিন্ডিকেট,",Dhaka,,,Sarcastic_negative,0.5579992299992018,model,False
"বাংলাদেশ কৃষি সম্প্রসারণ অধিদপ্তর কতৃক আয়োজিত জাতীয় ফল মেলা ২০২৬, এসময় মেলা পরিদর্শন করেন উপজেলা বিএনপির সংগ্রামী আহবায়ক আলহাজ…",Netrokona,Dhaka,,Negative,0.4489860599718544,model,True
বাংলাদেশের প্রতিটা গ্রামে প্রতি ১২ কারেন্ট থাকে না কিন্তু উনি বিদ্যুতের সমস্যার সমাধান না করে শুধু খাল কাটার জন্য উদ্যোগ নিচ্ছেন,Dhaka,,,Positive,0.6162697225811237,model,False
Coling open hobe,Chittagong,Brahmanbaria,,Sarcastic_negative,0.4216310868320698,model,True
আপনি এগিয়ে জান,Narayanganj,Shariatpur,,Sarcastic_negative,0.5428649318452773,model,False
Karent Bondo kore,Gazipur,,,Sarcastic_negative,0.7043710963422707,model,False
Vannara dine rate karent take na,Gazipur,,,Sarcastic_negative,0.4563249939742533,model,True
তারেক রহমান ঝিন্দাবাদ,Barisal,Dhaka,,Positive,0.5819951443511566,model,False
আম্নেরা কোন বালটা করলেন কোন বাল করছেন আপনারা এখনো মালয়েশিয়ার কলিং খোলে না আপনারা কি বাল ফালান হেডা করেন মাইনষের,Lakshmipur,Dhaka,Chittagong,Sarcastic_negative,0.6052238488836603,model,False
"সব বুঝলাম কিন্তু ,, কিছুই বাস্তবে নাই সব খালি স্প্নে,, হালার সরকার রে",Dhaka,Narsingdi,,Negative,0.4596776249590958,model,True
খাম্বার বিনিয়োগ মালয়শিয়ায় হবে না,Dhaka,Gopalganj,,Neutral,0.8440792616452603,model,False
আরব আমিরাতে ভিসা বন্ধ হয়ে যাওয়ার ক্ষেত্রে সেখানের প্রবাসীদের কার্যক্রম অনেকাংশে দায়ী।বলেছেন প্রবাসী কল্যাণমন্ত্রী নুরুল হক ন…,Chittagong,,,Sarcastic_negative,0.5267447672094311,model,False
"ভারতের হাত থেকে কিভাবে বাংলাদেশের খনিজ সম্পদ বাচিয়ে রাখবেন সেদিকে একটু সুদৃষ্টি দিবেন,,, ধন্যবাদ।",Dhaka,Comilla,,Positive,0.5804311981979285,model,False
আমারা কিন্তু দায়িত্ব দেই নাই,Chittagong,,,Negative,0.690689412615884,model,False
Suna korcey,Narsingdi,,,Sarcastic_negative,0.5677339498841242,model,False
আলহামদুলিল্লাহ,Rangpur,,,Positive,0.6722752494029804,model,False
মাননীয় প্রধানমন্ত্রী তারেক রহমান সাহেব সব সময় দেশের জন্য ভালো খবর বয়ে আনবে এটাই প্রত্যাশা তার কাছে বাংলাদেশ জিন্দাবাদ,Dhaka,Gazipur,,Positive,0.8763524234167437,model,False
বাংলাদেশ জাতীয়তাবাদী দল বিএনপি জিন্দাবাদ,Khagrachhari,Chittagong,,Negative,0.7433711310997746,model,False
আলহামদুলিল্লাহ,Lalmonirhat,Dhaka,,Positive,0.6722752494029804,model,False
মালয়েশিয়ায় সকল অবৈধদের বৈধ করতে হবে,Dhaka,Bagerhat,,Neutral,0.6322828423804193,model,False
"""করবো কাজ,গড়বো দেশ সবার আগে বাংলাদেশ """,Dhaka,,,Positive,0.822610018798914,model,False
ধন্যবাদ লিডার,Dhaka,,,Positive,0.717972353765288,model,False
Good sir,Dhaka,,,Sarcastic_negative,0.4058293067329396,model,True
বি পি ডি বি পিচ রেইট মিটার রিডার দের চাকরি স্থায়ী করার জন্য অনুরোধ করছি,Chittagong,Naogaon,,Positive,0.7823099522468743,model,False
মাননীয় স্পিকার কাল সারারাত কারেন্ট ছিলনা মানুষ ঘুমাতে পারে নাই?,Comilla,,,Sarcastic_negative,0.383949258192842,model,True
আলহামদুলিল্লাহ,Dhaka,,,Positive,0.6722752494029804,model,False
যুবলীগ ও ছাত্রলীগের রক্তে রঞ্জিত তুরাগ নদীর পানি …,Comilla,,,Negative,0.4952968902774451,model,True
ইনশাআল্লাহ বিজয় হবে বাংলার জমিনে ন্যায় বিচার প্রতিষ্ঠা হবে আর সেটা করবে আমার নেতা মাননীয় প্রধানমন্ত্রী জনাব তারেক রহমান স্যার,Rangpur,Dhaka,,Positive,0.8594207710532422,model,False
এই খানে জামাত দেশ বিরদি রাজাকারেরা হাত তালি দিবেনা আমি ১০০% বলতে পারি তাদের সুদু জলে,Kushtia,,,Negative,0.8042820079694134,model,False
মাশাআল্লাহ অনেক শুভকামনা রইল,Gazipur,Dhaka,Faridpur,Negative,0.4649636631664612,model,True
"আমারা গর্বিত আপনার মতো প্রধানমন্ত্রী পেয়ে, বাংলাদেশ গর্বিত ধন্যবাদ",Rangpur,,,Positive,0.798581937153184,model,False
"দোয়া করি আল্লাহ যেন শহীদ প্রেসিডেন্ট জিয়াউর রহমান ও তিন বারের প্রধানমন্ত্রী বেগম খালেদা জিয়া সহ তাদের জান্নাতবাসী করেন""আমিন …",Chandpur,,,Positive,0.726173894595995,model,False
আলহামদুলিল্লাহ,Bhola,,,Positive,0.6722752494029804,model,False
মাননীয় প্রধানমন্ত্রী সামনে এগিয়ে যান।,Brahmanbaria,,,Positive,0.6235922490173146,model,False
100% rights,Dhaka,Chittagong,Lakshmipur,Sarcastic_negative,0.4528441913049016,model,True
অর্জন টা কি,Tangail,,,Sarcastic_negative,0.3810759047521934,model,True
"আলহামদুলিল্লাহ। Congratulations ,…",Dhaka,,,Positive,0.6399591278550362,model,False
আলহামদুলিল্লাহ,Bogra,Sherpur,,Positive,0.6722752494029804,model,False
তোমার মায়াবী চোখ দুটোতে কী এমন জাদু লুকিয়ে আছে জানি না। একবার তাকালেই মনে হয় হাজারটা না-বলা গল্প পড়ে ফেলেছি। তোমার চোখের স…,Khulna,Jessore,,Negative,0.7910158055629706,model,False
you are so beautiful still same like this,Comilla,,,Sarcastic_negative,0.6405544768703405,model,False
নায়িকার মতো চেহারা,Rajshahi,Naogaon,,Positive,0.3458461925545584,model,True
"Thank you. সময়ের সাথে Aduptation বড্ড জটিল হয়ে যাচ্ছে, পরামর্শ ও পরিবর্তন ব্যবধানো চলছে।তবুও শুভকামনা মন চাইলে ফলো, লাইক…",Sylhet,Magura,,Sarcastic_negative,0.4510106566404053,model,True
Good morning everyone,Chittagong,Chandpur,Comilla,Sarcastic_negative,0.4210572059336072,model,True
Very Nice,Sylhet,,,Sarcastic_negative,0.4836988005771565,model,True
কেমন আছেন,Dhaka,Pabna,,Sarcastic_negative,0.4152260499828639,model,True
So sweet,Dhaka,Chittagong,,Sarcastic_negative,0.5228788561069714,model,False
Nice,Dhaka,,,Sarcastic_negative,0.4836988005771565,model,True
Nice baby,Dhaka,,,Sarcastic_negative,0.504102740279,model,False
"Maybe you haven't come into my life yet, but I wait for you silently every day. I believe that you are somewhere in the world—…",Sylhet,,,Sarcastic_negative,0.5150424668528818,model,False
শুভ রাত্রি,Rajbari,,,Sarcastic_negative,0.5140000589711406,model,False
I’m Very Active Amake Korle Active Support Paben InShaAllah …,Khulna,,,Positive,0.6653005613927025,model,False
"তুমি প্রয়োজনের চেয়েও বেশি সুন্দরী,এত সুন্দর না হইলেও চলত,আমি অনেক কে দেখেছি,তোমার মতন কাউকে মনে হয়নি, তোমার মধ্যে একটা মায়…",Dhaka,,,Sarcastic_negative,0.481456435775828,model,True
অসাধারণ,Rangpur,,,Sarcastic_negative,0.49655259901367,model,True
অপরূপা,Dhaka,Sylhet,,Sarcastic_negative,0.444033617000281,model,True
Lovely,Mymensingh,Sherpur,,Sarcastic_negative,0.5465480896751185,model,False
"I’m Very Active Amake Korle Active Support Paben InShaAllah Comment, , — Sob Kichur Dei Real Manush Der Always Respect Kori Active ID Der Sathe Active Friendship Chai Ekta Kore Pashe Thakun",Khulna,,,Sarcastic_negative,0.539471719923414,model,False
১৯৭১ সনে দেশের দামাল সন্তানেরা জীবন বাজি রেখে দীর্ঘ নয় মাস সশস্ত্র মুক্তিযুদ্ধ করে বাংলাদেশের স্বাধীনতা অর্জন করে। তারাই বাংল…,Gazipur,,,Positive,0.8454525693430375,model,False
"মুক্তিযোদ্ধাদের সম্মান সবার উপরে, এর কোনো বিকল্প নেই, তাই এই ভাতা বৃদ্ধি করা হউক।",Lalmonirhat,,,Negative,0.4142414989650829,model,True
মাননীয় অর্থমণ্ত্রী মহোদয় '৭১ এর বীরমুক্তিযোদ্ধাদের ভাতা বাড়িয়ে একটা ইতিহাস গড়ে তুলুন। আপনার নাম বাংলাদেশের ইতিহাসে স্বর্ণাক্ষর…,Dhaka,Mymensingh,,Negative,0.3591207744322729,model,True
সাধীনতার যুদ্ধের বীর মুক্তিযোদ্ধাদের ভাতা বৃদ্ধ করা একান্তই উচিৎ বয়স হইয়াছে মুক্তি যোদ্ধাদের সংসারের খরচ ছাড়াই পরতেক মুক্ত…,Dhaka,,,Positive,0.4602279829303607,model,True
"সঠিক কথা বলাই আপনাকে সম্মান জানাই। মুক্তিযুদ্ধ ছিল একটা দেশের স্বাধীনতা যুদ্ধ, আর জুলাই যুদ্ধ ছিল অন্যায়ের বিরুদ্ধে আন্দোলন।",Dhaka,Naogaon,,Positive,0.8113600476983107,model,False
মহান মুক্তিযুদ্ধের বীর মুক্তিযোদ্ধাদের ভাতা বৃদ্ধি করার প্রয়োজন। বীর মুক্তিযোদ্ধাদের বয়স এখন ৭০/৭২ বছর পেরিয়ে গেছে। এখন তাঁ…,Khulna,Jessore,,Positive,0.6907627231398706,model,False
বর্তমান দ্রব্যমূলের সাথে সমন্বয় করে মুক্তিযোদ্ধাদের ভাতা অবশ্যই বাড়ানো উচিত বলে আমি মনে করি,Dhaka,,,Positive,0.4053742494959204,model,True
ধন্যবাদ মাননীয় এমপি সাহেব মুক্তিযোদ্ধাদেরকে সম্মান দেওয়া ও জন্য সম্মান করার জন্য মাননীয় প্রধানমন্ত্রীর কাছে আকুল আবেদন আপন…,Dhaka,,,Positive,0.7720276080241557,model,False
মাননীয় সংসদ সদস্য মুক্তিযোদ্ধাদের ভাতা বাড়িয়ে দেন তাতে আমাদের কোন সমস্যা নেই কিন্তু যারা ভুয়া মুক্তিযোদ্ধা তাদেরকে অবশ্যই …,Dhaka,,,Negative,0.709840197609394,model,False
"শ্রদ্ধেয় মুক্তিযোদ্ধা এখন পর্যন্ত বেঁচে আছেন যে কয়জন, তাদের সস্মানটা একটু দিতে শিখবেন তাহলেই দেশের ভাবমূর্তি রক্ষা পাবে এটাই আশা করছি।",Barisal,Dhaka,,Negative,0.671893083581772,model,False
মাননীয় এমপি বীর মুক্তিযোদ্ধা জয়নাল আবেদীন সাহেবকে অসংখ্য ধন্যবাদ। মুক্তিযোদ্ধাদের পক্ষে কথা বলার জন্য।মুক্তিযোদ্ধার ভাতা কম বেশি বাড়ানো হোক।,Dhaka,Mymensingh,,Positive,0.9241571497078344,model,False
জয়নাল আবেদীন বীর মুক্তিযোদ্ধা কে জানাই বিনম্র শ্রদ্ধা এবং আল্লাহ পাক যেন নেক হায়াত দান করুন।,Dhaka,Narsingdi,,Positive,0.5459509759565814,model,False
ধন্যবাদ বীর মুক্তিযোদ্ধাদের যথাযথ সম্মান করার জন্য আপনাকে।।,Dhaka,Chittagong,,Positive,0.6731244594889919,model,False
জুলাই চুদি,Chittagong,Noakhali,,Neutral,0.3169813792552227,model,True
ধন্যবাদ মাননীয় এম পি মহোদয় আপনাকে,Chittagong,,,Positive,0.4880406638645203,model,True
ভালো লাগলো,Rangpur,Bogra,Gaibandha,Sarcastic_negative,0.5419867383360861,model,False
"সশস্ত্র শ্রদ্ধা এমপি মহোদয়,,, জাতীর শ্রেষ্ঠ সন্তানদের সন্মান জনক হারে পে স্কেলের সাথে তাল মিলিয়ে ভাতা বৃদ্ধি করা হউক।",Natore,Rajshahi,Khulna,Negative,0.3801155843861283,model,True
Moktijoddha sammani vata barano hauk,Dhaka,,,Sarcastic_negative,0.5689353467497805,model,False
সহমত পোষণ করছি,Khulna,Jessore,,Negative,0.3913424197721849,model,True
একাত্তরে বঙ্গবন্ধু শেখ মুজিবুর রহমানের নেতৃত্বে দেশ স্বাধীন হয়েছে আর ২৪ শে দেশে একটি গন্ডগোল করে দেশকে পাকিস্তান করার জন্য যা…,Dhaka,Sylhet,,Positive,0.8902650164790732,model,False
আপনাকে অনেক ধন্যবাদ। সাধারণ মুক্তিযোদ্ধাদের ভাতা অবশ্যই বাড়ানো হউক । মুক্তিযোদ্ধাদের ভিতরে বৈষম্য তৈরি করা উচিত হবে না।,Khulna,,,Positive,0.5035989616292361,model,False
ধন্যবাদ মাননীয় সংসদ সদস্যকে মুক্তিযোদ্ধাদের কথা বলার জন্য,Sylhet,,,Positive,0.9165491281698412,model,False
জয়নাল ভাইয়ের প্রতি অশেষ ভালোবাসা!,Dhaka,Munshiganj,,Negative,0.4567865808242411,model,True
বীর মুক্তিযোদ্ধাদের সম্মানি ভাতা বাড়ানো হউক।,Lalmonirhat,,,Positive,0.3744511828689678,model,True
সহমত,Chittagong,,,Sarcastic_negative,0.4450456571175429,model,True
ধন্যবাদ নেতাকে।,Dhaka,Mymensingh,,Positive,0.6832159606980646,model,False
এই দেশটা কোনো ৭১ পেরিয়ে এগিয়ে যেতে পারবে না।,Khulna,,,Negative,0.5706215538846604,model,False
জুলাই ভাতা যদি ২০ হাজার হয় তাহলে বীর মুক্তিযোদ্ধা দের ভাতা ৫০ হাজার হওয়ার যোগ্যতা রাখে।,Rangpur,Gaibandha,,Negative,0.2924495919094699,model,True
"৭১ নিয়ে বসে থাকলে, সবসময় বিভিন্ন দেশের পা চানবেন",Dhaka,Chandpur,,Sarcastic_negative,0.6401021705770225,model,False
মনে হয় অর্থমন্ত্রী সব ভুলে গিয়েছে না হয় উনি কেন মুক্তিযোদ্ধাদের বাতা বাড়ানো হলো না,Dhaka,,,Sarcastic_negative,0.431371287617722,model,True
মুক্তিযোদ্ধারা সবার উপরে তাদের সাথে কারো তুলনা চলে না।,Khulna,,,Sarcastic_negative,0.4771345497824819,model,True
১৯৭১ এর মুক্তিযুদ্ধ ও মুক্তিযোদ্ধার ইতিহাস না জেনে যারা বিরোপ মন্তব্য করে তাদের জন্ম ইতিহাস কুষ্টি ঘাটলে পাওয়া যাবে তাদের পূর…,Sylhet,Habiganj,,Negative,0.4148059241251162,model,True
অনেক অনেক ধন্যবাদ মাননীয় সংসদ একমত আপনার সাথে,Khulna,,,Sarcastic_negative,0.654175144699041,model,False
"হায় হায় হায় যাদের অবদানে স্বাধীনতা, স্বাধীন দেশ তাদের ভাতা বাড়ানোর জন্য আজ অনুরোধ করা লাগে।জাতির শ্রেষ্ঠ সন্তানের ভাতা বাড়েনা আহা আহা আফসুস।",Bandarban,Barguna,,Positive,0.4136667369963488,model,True
মুক্তিযোদ্ধাদের সবাই ভালো পায় শুধু ধর্ম ব্যবসায়ী ছাড়া,Dhaka,Sylhet,,Sarcastic_negative,0.4249528635330795,model,True
"এটা বাড়ানো যাবে না, বাড়াইলে রাজাকারদের জ্বলবে, কারণ তারা তো এখন সু-সময়ে আছে, তারা যা বলতেছে তাই হচ্ছে।",Dhaka,Sylhet,Mymensingh,Negative,0.5048835402604438,model,False
আমরা মুক্তিযোদ্ধাদেরকে সবসময় মাথার উপর রাখি অনেক সম্মান করি তাই বলে বারবার বেতন বাড়ানো হবে এটা অযৌক্তিক,Dhaka,,,Negative,0.3848871065391866,model,True
ধন্যবাদ এমপি মহোদয় মুক্তিযোদ্ধাদের ভাতা বাড়ানো হোক,Rajbari,Dhaka,,Positive,0.5459320323759416,model,False
ভাতা বাড়ানো হোক,Bogra,,,Negative,0.3341018583921009,model,True
"যে সংসদ ভবনে বসে আছে না এটা মুক্তিযোদ্ধার ইতিহাস যারা, যারা তৈরি করল তাদেরকেই ভুলে গেলেন আপনারা। আপনার সুন্দর জায়গায় বসে আছে…",Barisal,,,Negative,0.5581464336977899,model,False
মুক্তিযোদ্ধাদের ভাতা 30 হাজার করা হোক।,Satkhira,Dhaka,Khulna,Positive,0.7408203528319766,model,False
ব্যাবসা ৭১ হা হা,Dhaka,,,Sarcastic_negative,0.349495750502697,model,True
যথার্থ কথা বলেছেন। ধন্যবাদ আপনাকে। ৭১ আর ২৪ কখনোই এক হতে পারে না।,Rangpur,,,Positive,0.8437917437200271,model,False
অনেক অনেক ধন্যবাদ। বীর মুক্তিযোদ্ধা এডভোকেট জয়নাল আবেদীন। মুক্তিযোদ্ধাদের জয় হোক। দেশপ্রেম নিয়ে এগিয়ে যেতে হবে।,Dhaka,,,Positive,0.6061985796672652,model,False
সঠিক সিদ্ধান্ত,Barisal,Bhola,,Positive,0.5967682659702651,model,False
মুক্তিযোদ্ধাদের ভাতা বাড়ানোর ব্যাপারে এত অনুরোধ করা হচ্ছে যা দুঃখ jonok,Dhaka,,,Positive,0.4503199608783284,model,True
অসংখ্য ধন্যবাদ মাননীয় মন্ত্রীকে গভীর শ্রদ্ধাভরে ৭১ এর বীর মুক্তিযোদ্ধাদের সম্মানী ভাতা বাড়ানোর দাবি জানিয়েছেন।,Rajshahi,Dhaka,,Positive,0.4518364895868335,model,True
সাধারণ মুক্তিযোদ্ধারা কি যুদ্ধ করেন নাই কেন তাদের ভাতা বানানো হবে না দয়া করে তাদের ভাতও বাড়িয়ে দেন প্লিজ,Dhaka,,,Neutral,0.5514478121823355,model,False
বীর মুক্তিযোদ্ধাদের ভাতাসহ অন্যান্য নাগরিক সুবিধা দেয়ার এই সিদ্ধান্তকে সাধুবাদ জানাচ্ছি। যাদের আত্মত্যাগের মধ্য দিয়ে আজকের এই…,Dhaka,,,Negative,0.7414976283891586,model,False
ইতিহাস ইতিহাস করে আমাদের বাংলাদেশটা এখন ধ্বংসের পথে। এই দেশ থেকে দুর্নীতি কখনো যাবেনা,Dhaka,,,Negative,0.6598522056588059,model,False
সংসদে আসার সপ্ন দেখালাগতো না আর ৫ বছর হাসিনা যদি খমতায় থাকতো,Chittagong,,,Negative,0.4688029413044229,model,True
